0.000000, -0.838368, 36.644939
0.000000, -0.744527, 36.644939
0.000000, -0.651512, 36.644939
0.000000, -0.457769, 36.644939
0.000000, -0.368769, 36.644939
0.000000, 0.036694, 36.644939
0.000000, 0.231079, 62.746146
0.000000, 0.261189, 62.746146
0.000000, 0.285734, 62.746146
0.000000, 0.295515, 62.746146
0.000000, 0.341030, 36.644939
0.000000, 0.343489, 62.746146
0.000000, 0.498382, 62.746146
0.000000, 0.643065, 36.644939
0.000000, 0.806465, 36.644939
0.000000, 0.941331, 36.644939
1.000000, -0.526893, 36.644939
1.000000, -0.388400, 36.644939
1.000000, -0.202313, 36.644939
1.000000, -0.193434, 36.644939
1.000000, -0.185796, 36.644939
1.000000, -0.069865, 36.644939
1.000000, -0.006146, 36.644939
1.000000, 0.074883, 36.644939
1.000000, 0.137420, 36.644939
1.000000, 0.203277, 36.644939
1.000000, 0.381800, 36.644939
1.000000, 0.534972, 36.644939
1.000000, 0.821427, 36.644939
1.000000, 0.882246, 36.644939
1.000000, 0.934088, 36.644939
2.000000, -0.864588, 36.644939
2.000000, -0.430283, 36.644939
2.000000, -0.152579, 36.644939
2.000000, 0.770873, 36.644939
3.000000, -0.936512, 36.644939
3.000000, -0.762407, 36.644939
3.000000, -0.757532, 36.644939
3.000000, -0.680760, 36.644939
3.000000, -0.478218, 36.644939
3.000000, -0.463251, 36.644939
3.000000, -0.249511, 36.644939
3.000000, 0.204577, 36.644939
3.000000, 0.375155, 36.644939
3.000000, 0.652984, 36.644939
3.000000, 0.990487, 36.644939
4.000000, -0.996896, 36.644939
4.000000, -0.880600, 36.644939
4.000000, -0.837627, 36.644939
4.000000, -0.537073, 36.644939
4.000000, -0.372696, 36.644939
4.000000, -0.212281, 36.644939
4.000000, 0.080014, 36.644939
4.000000, 0.277621, 36.644939
4.000000, 0.314279, 36.644939
4.000000, 0.471105, 36.644939
5.000000, -0.887758, 36.644939
5.000000, -0.335381, 36.644939
5.000000, -0.326249, 36.644939
5.000000, -0.298456, 36.644939
5.000000, -0.185770, 36.644939
5.000000, -0.167092, 36.644939
5.000000, 0.137422, 36.644939
5.000000, 0.482781, 36.644939
5.000000, 0.907182, 36.644939
5.000000, 0.914736, 36.644939
6.000000, -0.768634, 36.644939
6.000000, -0.736053, 36.644939
6.000000, -0.690594, 36.644939
6.000000, -0.612943, 36.644939
6.000000, -0.610755, 36.644939
6.000000, -0.605362, 36.644939
6.000000, -0.211399, 36.644939
6.000000, -0.073856, 36.644939
6.000000, 0.079653, 36.644939
6.000000, 0.276997, 36.644939
6.000000, 0.327190, 36.644939
