48.0,1582.0,87.615
82.0,1548.0,113.846
93.0,1548.0,123.308
91.0,1548.0,137.538
30.0,1646.0,164.0
67.0,1488.0,31.94
88.0,1646.0,80.692
90.0,1582.0,136.308
16.0,1582.0,11.308
7.0,1548.0,73.769
36.0,1488.0,13.52
35.0,1578.0,88.508
72.0,1582.0,91.462
19.0,1488.0,46.886
7.0,1488.0,85.736
11.0,1646.0,60.154
92.0,1488.0,124.785
4.0,1646.0,112.615
73.0,1548.0,55.308
27.0,1548.0,149.0
74.0,1578.0,11.508
99.0,1582.0,70.538
13.0,1646.0,181.462
14.0,1488.0,67.611
92.0,1582.0,135.769
38.0,1646.0,48.615
40.0,1582.0,188.231
31.0,1548.0,169.615
86.0,1646.0,87.0
74.0,1488.0,58.014
68.0,1582.0,57.692
52.0,1646.0,180.0
85.0,1548.0,107.308
16.0,1488.0,58.332
64.0,1578.0,32.49
58.0,1582.0,120.923
98.0,1548.0,79.923
62.0,1582.0,161.615
85.0,1646.0,20.231
59.0,1488.0,23.77
30.0,1488.0,26.023
54.0,1646.0,59.538
63.0,1582.0,158.462
9.0,1646.0,60.846
60.0,1578.0,37.511
25.0,1582.0,104.0
55.0,1548.0,56.462
59.0,1548.0,175.462
75.0,1582.0,149.385
56.0,1488.0,15.344
93.0,1646.0,103.077
24.0,1578.0,114.73
76.0,1578.0,10.328
45.0,1548.0,82.615
81.0,1646.0,90.769
3.0,1578.0,184.593
20.0,1488.0,44.01
18.0,1582.0,133.846
26.0,1548.0,178.769
8.0,1548.0,192.077
10.0,1488.0,73.706
45.0,1488.0,10.923
18.0,1488.0,47.665
38.0,1578.0,78.861
34.0,1548.0,0.615
50.0,1582.0,123.308
68.0,1548.0,144.077
38.0,1548.0,73.462
2.0,1488.0,111.746
82.0,1578.0,5.636
20.0,1578.0,126.791
83.0,1578.0,10.843
72.0,1548.0,73.615
52.0,1582.0,65.692
29.0,1578.0,98.171
49.0,1548.0,186.0
58.0,1646.0,181.846
76.0,1646.0,6.769
89.0,1646.0,57.615
25.0,1646.0,108.154
16.0,1548.0,50.385
89.0,1548.0,14.308
60.0,1548.0,100.846
56.0,1578.0,44.667
27.0,1578.0,110.976
35.0,1646.0,50.077
1.0,1488.0,111.177
8.0,1582.0,125.462
70.0,1582.0,163.538
55.0,1578.0,39.03
65.0,1488.0,31.204
85.0,1578.0,6.775
88.0,1582.0,108.154
2.0,1582.0,111.538
99.0,1578.0,4.538
68.0,1488.0,36.213
73.0,1582.0,23.462
15.0,1578.0,146.332
90.0,1578.0,5.999
1.0,1582.0,154.923
76.0,1488.0,59.306
22.0,1488.0,39.968
57.0,1582.0,33.769
17.0,1646.0,179.385
32.0,1582.0,146.154
65.0,1548.0,27.231
67.0,1646.0,119.077
60.0,1488.0,21.618
15.0,1548.0,76.308
69.0,1548.0,11.077
33.0,1548.0,189.385
1.0,1548.0,51.308
77.0,1578.0,16.597
11.0,1582.0,191.077
17.0,1578.0,137.277
28.0,1578.0,103.004
53.0,1578.0,50.374
46.0,1488.0,9.327
70.0,1488.0,38.267
74.0,1582.0,66.154
75.0,1548.0,53.308
30.0,1582.0,159.615
42.0,1578.0,66.253
93.0,1488.0,131.035
20.0,1646.0,143.692
40.0,1488.0,10.046
83.0,1488.0,83.574
49.0,1488.0,11.46
35.0,1548.0,40.308
48.0,1646.0,48.538
51.0,1582.0,102.769
44.0,1488.0,14.821
86.0,1578.0,7.601
42.0,1582.0,128.0
14.0,1578.0,148.019
94.0,1548.0,97.615
27.0,1488.0,34.467
28.0,1646.0,79.385
15.0,1582.0,179.154
46.0,1582.0,37.077
83.0,1548.0,42.846
72.0,1646.0,191.462
78.0,1646.0,181.231
6.0,1488.0,87.451
27.0,1582.0,75.308
88.0,1548.0,45.692
87.0,1578.0,6.366
59.0,1578.0,37.216
40.0,1646.0,134.154
88.0,1488.0,103.416
47.0,1582.0,78.231
83.0,1582.0,158.923
62.0,1548.0,156.846
57.0,1488.0,14.983
34.0,1646.0,96.385
81.0,1488.0,78.539
73.0,1488.0,53.723
68.0,1646.0,96.154
31.0,1578.0,97.725
23.0,1646.0,90.231
10.0,1582.0,4.615
37.0,1646.0,47.308
33.0,1646.0,32.385
56.0,1646.0,83.538
96.0,1646.0,35.0
54.0,1578.0,45.832
97.0,1488.0,153.266
32.0,1578.0,93.711
53.0,1548.0,159.077
12.0,1548.0,18.615
5.0,1646.0,44.231
78.0,1488.0,68.21
32.0,1646.0,110.846
84.0,1646.0,143.385
72.0,1578.0,20.448
13.0,1548.0,105.923
58.0,1548.0,57.0
80.0,1582.0,110.923
5.0,1548.0,100.846
29.0,1582.0,79.385
50.0,1488.0,8.277
7.0,1582.0,71.769
86.0,1488.0,101.55
48.0,1578.0,54.879
40.0,1578.0,73.228
71.0,1488.0,44.949
74.0,1646.0,34.923
9.0,1488.0,84.013
61.0,1582.0,181.923
31.0,1488.0,27.882
15.0,1646.0,177.462
29.0,1488.0,22.168
97.0,1582.0,131.385
95.0,1646.0,65.769
21.0,1646.0,187.615
73.0,1646.0,119.692
42.0,1488.0,11.927
81.0,1548.0,149.308
86.0,1582.0,23.308
85.0,1488.0,88.722
66.0,1646.0,77.846
19.0,1582.0,78.154
55.0,1582.0,15.077
89.0,1578.0,3.715
95.0,1548.0,144.923
22.0,1578.0,119.931
89.0,1488.0,112.754
83.0,1646.0,43.308
70.0,1548.0,18.0
94.0,1488.0,137.888
78.0,1548.0,157.077
61.0,1488.0,20.369
63.0,1578.0,28.336
20.0,1582.0,47.462
3.0,1488.0,109.418
30.0,1578.0,96.378
14.0,1548.0,74.154
33.0,1488.0,15.408
52.0,1578.0,45.156
49.0,1578.0,49.539
76.0,1582.0,97.231
0.0,1548.0,182.385
75.0,1488.0,55.708
95.0,1488.0,136.844
49.0,1582.0,26.077
78.0,1582.0,111.615
3.0,1548.0,156.923
2.0,1578.0,192.156
0.0,1488.0,120.712
87.0,1488.0,102.281
84.0,1548.0,83.769
81.0,1582.0,156.769
94.0,1582.0,143.0
54.0,1582.0,139.154
11.0,1578.0,155.919
52.0,1488.0,17.52
40.0,1548.0,102.846
98.0,1578.0,-1.103
80.0,1488.0,70.926
50.0,1646.0,142.385
63.0,1646.0,124.154
25.0,1578.0,112.139
19.0,1548.0,28.538
17.0,1488.0,54.047
51.0,1646.0,10.385
75.0,1646.0,48.0
19.0,1646.0,67.385
70.0,1578.0,16.746
6.0,1578.0,179.143
6.0,1646.0,140.385
24.0,1582.0,168.154
29.0,1548.0,189.385
52.0,1548.0,25.462
38.0,1582.0,185.615
26.0,1578.0,113.188
43.0,1582.0,170.538
97.0,1578.0,5.896
66.0,1582.0,20.154
21.0,1488.0,46.638
78.0,1578.0,12.105
65.0,1578.0,29.583
72.0,1488.0,51.634
17.0,1548.0,184.077
37.0,1488.0,11.396
26.0,1582.0,56.923
6.0,1548.0,151.231
1.0,1646.0,188.692
96.0,1488.0,140.104
98.0,1646.0,20.077
53.0,1646.0,36.385
62.0,1646.0,102.308
29.0,1646.0,33.385
51.0,1488.0,13.197
11.0,1488.0,69.503
39.0,1578.0,79.324
99.0,1646.0,163.538
41.0,1488.0,15.235
89.0,1582.0,7.154
69.0,1488.0,45.488
8.0,1578.0,169.175
41.0,1646.0,91.0
33.0,1578.0,86.737
98.0,1488.0,159.431
46.0,1578.0,59.079
42.0,1548.0,55.308
79.0,1582.0,6.077
46.0,1646.0,30.923
76.0,1548.0,25.538
62.0,1578.0,26.321
87.0,1582.0,68.154
92.0,1548.0,42.538
90.0,1646.0,53.538
33.0,1582.0,121.0
64.0,1582.0,151.692
67.0,1582.0,164.692
60.0,1582.0,172.154
65.0,1582.0,118.692
45.0,1582.0,55.615
84.0,1578.0,6.089
58.0,1488.0,21.625
54.0,1548.0,144.385
77.0,1646.0,157.923
14.0,1646.0,155.769
57.0,1578.0,36.243
12.0,1582.0,29.692
81.0,1578.0,9.869
77.0,1582.0,171.0
9.0,1548.0,153.923
62.0,1488.0,29.223
35.0,1488.0,14.546
96.0,1578.0,6.935
91.0,1488.0,118.038
43.0,1646.0,73.846
58.0,1578.0,35.96
92.0,1646.0,71.308
90.0,1548.0,164.231
99.0,1548.0,126.077
69.0,1646.0,109.923
95.0,1582.0,159.077
96.0,1548.0,52.077
34.0,1578.0,88.603
12.0,1646.0,50.923
27.0,1646.0,137.538
57.0,1646.0,179.846
28.0,1582.0,120.0
51.0,1578.0,48.378
74.0,1548.0,29.769
85.0,1582.0,87.308
71.0,1548.0,14.0
79.0,1578.0,10.554
96.0,1582.0,132.923
60.0,1646.0,184.692
30.0,1548.0,121.231
3.0,1646.0,82.0
4.0,1582.0,38.231
87.0,1548.0,54.385
39.0,1488.0,15.159
75.0,1578.0,10.598
0.0,1578.0,204.8
44.0,1646.0,84.231
51.0,1548.0,48.769
7.0,1646.0,122.0
41.0,1578.0,72.87
12.0,1578.0,153.913
45.0,1646.0,94.615
26.0,1646.0,15.462
67.0,1548.0,129.538
64.0,1488.0,25.74
91.0,1582.0,125.692
49.0,1646.0,38.462
26.0,1488.0,34.021
24.0,1646.0,67.769
92.0,1578.0,4.686
53.0,1488.0,15.047
80.0,1646.0,176.231
68.0,1578.0,19.802
9.0,1582.0,69.923
23.0,1582.0,67.385
18.0,1578.0,137.708
47.0,1646.0,117.308
8.0,1488.0,84.923
37.0,1548.0,143.231
53.0,1582.0,179.308
4.0,1578.0,182.37
